EmployeeID,Name,Age,Gender,Department,Salary,Experience,JoinDate,Attrition,PerformanceScore
2876,Amit Kumar,27.0,Female,Finance,44199.0,10.0,2017-06-16,No,1.0
2877,Rahul Singh,22.0,Male,sales,61575.0,4.0,2023-03-15,No,4.0
2878,Anil Kumar,33.0,Female,Finance,41991.0,14.0,2005-01-02,Yes,3.0
2880,Rohit Reddy,51.0,Male,IT,96887.0,0.0,2019-10-10,No,5.0
2881,Sneha Gupta,30.0,Male,HR,100783.0,24.0,2019-12-12,Yes,4.0
2882,Divya Singh,33.0,Male,IT,36244.0,2.0,2010-01-07,No,4.0
2883,Divya Gupta,46.0,Female,IT,53371.0,14.0,2007-04-29,No,3.0
2884,Divya Sharma,47.0,Male,IT,103616.0,9.0,2011-12-01,No,5.0
2885,Meena Sharma,52.0,Female,Finance,62805.0,13.0,2018-02-24,No,1.0
2886,Priya Kumar,35.0,Male,IT,106614.0,23.0,2016-03-27,No,1.0
2887,Sneha Sharma,32.0,Male,IT,59248.0,23.0,2009-07-03,No,1.0
2888,Rohit Reddy,54.0,Male,sales,111103.0,0.0,2019-09-17,No,5.0
2889,Divya Reddy,42.0,Male,IT,60367.0,16.0,2010-05-09,No,3.0
2890,Anil Sharma,49.0,Female,Finance,86748.0,6.0,2005-02-15,No,3.0
2891,Kavya Sharma,35.0,Male,IT,41498.0,5.0,2012-11-02,No,1.0
2892,Arjun Kumar,37.0,Female,sales,55099.0,12.0,2018-01-07,Yes,3.0
2893,Rohit Gupta,48.0,Female,Finance,80261.0,21.0,2022-07-07,Yes,1.0
2894,Anil Reddy,58.0,Male,IT,171484.5,21.0,2020-11-05,Yes,5.0
2895,Anil Sharma,32.0,Female,Finance,106943.0,14.0,2009-08-15,No,4.0
2896,Amit Singh,32.0,Female,IT,94803.0,4.0,2021-09-21,Yes,5.0
2897,Meena Sharma,33.0,Female,IT,105249.0,11.0,2022-07-21,Yes,4.0
2898,Anil Kumar,59.0,Female,sales,42140.0,0.0,2020-04-19,No,4.0
2899,Amit Gupta,53.0,Male,Finance,31487.0,20.0,2009-05-28,Yes,1.0
2900,Amit Reddy,26.0,Female,IT,41360.0,2.0,2015-08-12,No,4.0
2901,Anil Reddy,34.0,Male,IT,108038.0,21.0,2015-06-26,No,2.0
2902,Kavya Singh,48.0,Female,sales,115298.0,5.0,2020-04-04,Yes,5.0
2903,Sneha Singh,36.0,Female,sales,118556.0,21.0,2010-09-09,No,5.0
2905,Anil Singh,30.0,Male,sales,93535.0,6.0,2016-02-15,Yes,2.0
2906,Arjun Reddy,58.0,Female,Finance,74220.0,11.0,2010-09-15,Yes,5.0
2907,Rohit Reddy,40.0,Female,sales,113913.0,12.0,2007-11-26,Yes,4.0
2908,Sneha Kumar,34.0,Female,HR,35564.0,12.0,2013-09-30,Yes,3.0
2909,Rohit Singh,31.0,Female,sales,74725.0,22.0,2010-12-29,No,5.0
2910,Divya Sharma,56.0,Female,HR,87085.0,6.0,2013-05-04,No,2.0
2911,Divya Gupta,27.0,Female,sales,116080.0,3.0,2005-11-06,No,5.0
2912,Rohit Sharma,50.0,Female,IT,71104.0,6.0,2024-01-22,Yes,5.0
2913,Sneha Kumar,54.0,Female,Finance,68952.0,10.0,2023-11-17,No,1.0
2914,Sneha Sharma,56.0,Female,sales,87648.0,9.0,2017-07-11,Yes,4.0
2915,Amit Sharma,33.0,Female,HR,112363.0,20.0,2020-07-16,Yes,4.0
2916,Amit Gupta,53.0,Female,Finance,35315.0,0.0,2012-10-10,No,4.0
2917,Sneha Gupta,24.0,Female,IT,80781.0,23.0,2023-03-14,No,3.0
2918,Kavya Sharma,59.0,Female,IT,85422.0,3.0,2020-03-21,Yes,4.0
2919,Rohit Reddy,34.0,Male,Finance,48446.0,11.0,2013-02-16,No,5.0
2920,Arjun Gupta,34.0,Male,Finance,28932.0,12.0,2016-07-06,No,3.0
2921,Amit Reddy,40.0,Female,sales,35510.0,13.0,2020-11-22,No,2.0
2922,Divya Kumar,35.0,Female,sales,94134.0,9.0,2010-09-23,Yes,4.0
2923,Kavya Kumar,46.0,Female,IT,38782.0,8.0,2018-06-28,No,5.0
2924,Arjun Gupta,28.0,Female,Finance,103004.0,24.0,2014-11-03,No,4.0
2925,Meena Singh,26.0,Male,HR,31057.0,3.0,2007-10-31,No,5.0
2926,Divya Sharma,24.0,Female,IT,68978.0,8.0,2012-06-04,No,4.0
2927,Divya Singh,35.0,Female,IT,104400.0,21.0,2007-12-23,No,4.0
2928,Meena Kumar,21.0,Male,IT,63893.0,2.0,2022-06-02,Yes,2.0
2929,Rohit Reddy,40.0,Female,IT,51309.0,10.0,2015-10-30,Yes,5.0
2930,Amit Reddy,37.0,Male,IT,94000.0,19.0,2019-04-16,No,4.0
2931,Kavya Reddy,45.0,Male,IT,54265.0,18.0,2023-08-20,Yes,3.0
2932,Priya Singh,28.0,Male,Finance,109579.0,16.0,2019-10-05,Yes,1.0
2933,Arjun Gupta,42.0,Male,IT,171484.5,8.0,2016-04-11,Yes,1.0
2934,Priya Singh,24.0,Female,Finance,96694.0,14.0,2007-02-05,Yes,3.0
2935,Sneha Singh,38.0,Male,sales,81731.0,2.0,2006-07-16,No,4.0
2936,Anil Kumar,43.0,Female,HR,96326.0,12.0,2007-06-04,Yes,3.0
2937,Rahul Singh,30.0,Female,Finance,76364.0,0.0,2020-11-14,Yes,1.0
2938,Meena Gupta,36.0,Female,Finance,79645.0,0.0,2019-04-10,Yes,3.0
2939,Arjun Gupta,45.0,Male,Finance,106588.0,22.0,2021-11-19,No,2.0
2940,Sneha Reddy,27.0,Female,HR,63379.0,24.0,2020-09-08,No,3.0
2941,Rohit Reddy,29.0,Female,HR,99387.0,8.0,2010-10-12,Yes,5.0
2942,Meena Gupta,20.0,Female,Finance,75945.0,18.0,2007-02-01,No,4.0
2943,Amit Reddy,45.0,Female,HR,113090.0,14.0,2010-10-09,No,5.0
2944,Sneha Kumar,20.0,Female,Finance,61923.0,10.0,2018-10-18,No,4.0
2945,Divya Kumar,22.0,Female,sales,90169.0,19.0,2013-09-19,Yes,4.0
2946,Arjun Sharma,53.0,Female,IT,107015.0,24.0,2019-02-19,No,4.0
2947,Arjun Singh,45.0,Male,Finance,84622.0,7.0,2017-07-08,Yes,3.0
2948,Sneha Gupta,41.0,Male,IT,49028.0,0.0,2016-02-14,No,5.0
2949,Kavya Gupta,54.0,Female,IT,101394.0,2.0,2013-12-16,No,3.0
2950,Arjun Singh,29.0,Male,Finance,171484.5,10.0,2007-12-16,No,2.0
2951,Amit Reddy,43.0,Male,IT,87796.0,4.0,2005-10-26,No,4.0
2952,Kavya Sharma,32.0,Male,IT,115209.0,23.0,2020-05-13,No,5.0
2953,Priya Reddy,26.0,Male,IT,52195.0,11.0,2016-11-01,No,5.0
2954,Rohit Reddy,30.0,Female,HR,59674.0,11.0,2017-03-10,Yes,4.0
2955,Rahul Gupta,33.0,Female,Finance,56969.0,1.0,2009-03-06,Yes,1.0
2956,Amit Sharma,23.0,Male,Finance,117019.0,12.0,2022-12-14,No,2.0
2957,Anil Kumar,35.0,Female,sales,94385.0,12.0,2023-10-23,No,2.0
2958,Kavya Gupta,54.0,Male,sales,88365.0,18.0,2018-10-29,No,3.0
2959,Sneha Reddy,27.0,Female,sales,37809.0,2.0,2019-01-28,Yes,5.0
2960,Anil Singh,34.0,Male,IT,97790.0,22.0,2014-01-02,No,2.0
2961,Sneha Singh,38.0,Female,Finance,65985.0,9.0,2010-07-07,No,4.0
2962,Sneha Kumar,21.0,Male,IT,112618.0,6.0,2009-07-07,No,2.0
2963,Arjun Kumar,38.0,Male,Finance,36419.0,16.0,2015-04-01,Yes,4.0
2965,Anil Singh,32.0,Male,IT,115444.0,10.0,2006-11-13,No,3.0
2966,Meena Gupta,34.0,Female,sales,54072.0,21.0,2023-01-08,No,2.0
2967,Amit Gupta,47.0,Male,Finance,69291.0,21.0,2012-06-03,No,5.0
2968,Sneha Sharma,58.0,Female,IT,64713.0,0.0,2020-04-30,No,4.0
2969,Kavya Kumar,59.0,Female,sales,77107.0,1.0,2006-06-15,Yes,3.0
2970,Kavya Kumar,47.0,Female,IT,95729.0,21.0,2010-01-12,Yes,1.0
2973,Priya Sharma,36.0,Female,Finance,83715.0,8.0,2023-01-21,No,2.0
2974,Priya Singh,41.0,Male,IT,73127.0,5.0,2018-07-29,Yes,1.0
2975,Meena Sharma,52.0,Female,IT,57875.0,4.0,2006-04-14,Yes,5.0
2976,Rohit Gupta,46.0,Male,sales,115815.0,14.0,2013-06-06,No,3.0
2977,Amit Kumar,59.0,Female,sales,57356.0,1.0,2012-12-17,Yes,4.0
2978,Kavya Singh,53.0,Female,IT,34465.0,15.0,2017-12-07,Yes,5.0
2979,Meena Gupta,54.0,Female,Finance,111889.0,18.0,2007-06-26,Yes,1.0
2980,Rahul Singh,47.0,Male,sales,104012.0,15.0,2005-06-13,Yes,1.0
2981,Rohit Kumar,55.0,Male,sales,103672.0,23.0,2006-07-05,Yes,5.0
2982,Rahul Singh,21.0,Female,Finance,42182.0,11.0,2019-12-28,No,1.0
2983,Meena Singh,49.0,Male,sales,44659.0,11.0,2016-05-12,No,4.0
2984,Rohit Gupta,43.0,Female,Finance,73791.0,10.0,2012-02-18,Yes,5.0
2985,Divya Sharma,46.0,Female,Finance,94831.0,9.0,2013-04-06,No,4.0
2986,Amit Gupta,27.0,Female,IT,34032.0,6.0,2014-07-09,No,4.0
2987,Meena Sharma,21.0,Female,Finance,117202.0,7.0,2010-11-18,No,5.0
2988,Divya Sharma,40.0,Female,sales,97302.0,2.0,2019-09-07,Yes,2.0
2989,Kavya Singh,31.0,Female,HR,64743.0,24.0,2005-10-23,Yes,4.0
2990,Rohit Reddy,55.0,Female,sales,104810.0,4.0,2006-12-31,Yes,3.0
2991,Sneha Reddy,38.0,Female,Finance,70028.0,21.0,2017-06-28,No,1.0
2992,Arjun Sharma,33.0,Male,Finance,35523.0,21.0,2023-11-29,Yes,2.0
2993,Anil Sharma,22.0,Female,HR,69645.0,23.0,2007-10-12,No,1.0
2994,Divya Gupta,41.0,Female,HR,104782.0,14.0,2022-12-16,Yes,5.0
2995,Meena Singh,49.0,Male,IT,38470.0,24.0,2011-03-19,Yes,4.0
2996,Kavya Reddy,45.0,Female,sales,104082.0,21.0,2006-10-09,Yes,5.0
2997,Amit Sharma,20.0,Male,IT,119884.0,12.0,2006-07-17,Yes,5.0
2998,Divya Sharma,28.0,Female,Finance,98616.0,14.0,2022-08-28,No,5.0
2999,Meena Reddy,50.0,Male,sales,31630.0,21.0,2014-02-16,No,4.0
3000,Kavya Kumar,25.0,Male,sales,67244.0,8.0,2011-02-12,Yes,4.0
3001,Anil Reddy,49.0,Female,HR,66011.0,19.0,2012-10-28,Yes,2.0
3002,Anil Kumar,48.0,Female,Finance,54714.0,14.0,2018-09-17,Yes,5.0
3003,Sneha Sharma,54.0,Female,IT,110982.0,20.0,2012-03-14,Yes,3.0
3004,Priya Kumar,51.0,Male,IT,41569.0,4.0,2006-03-12,Yes,1.0
3005,Rohit Sharma,51.0,Male,IT,103047.0,19.0,2005-01-27,Yes,4.0
3007,Sneha Reddy,59.0,Female,Finance,45229.0,11.0,2012-08-21,Yes,2.0
3008,Anil Singh,27.0,Female,sales,100863.0,19.0,2006-02-26,No,5.0
3009,Sneha Reddy,59.0,Male,Finance,62921.0,15.0,2008-10-28,No,5.0
3010,Rohit Kumar,26.0,Female,IT,46071.0,6.0,2006-12-05,Yes,3.0
3011,Sneha Sharma,33.0,Female,IT,83445.0,11.0,2012-08-21,Yes,1.0
3012,Kavya Singh,52.0,Male,sales,110779.0,20.0,2019-12-17,Yes,4.0
3013,Divya Kumar,26.0,Male,Finance,45719.0,2.0,2023-04-08,Yes,5.0
3014,Amit Sharma,43.0,Female,IT,51325.0,5.0,2005-02-26,No,2.0
3015,Rohit Gupta,35.0,Female,IT,87751.0,12.0,2005-02-16,Yes,5.0
3016,Priya Singh,25.0,Female,sales,75391.0,0.0,2020-09-28,No,5.0
3017,Rohit Reddy,31.0,Female,Finance,111711.0,5.0,2022-12-05,No,2.0
3018,Meena Reddy,58.0,Female,HR,62823.0,22.0,2019-05-04,Yes,5.0
3019,Priya Gupta,59.0,Female,Finance,26949.0,20.0,2008-01-31,Yes,1.0
3020,Sneha Reddy,32.0,Female,Finance,69387.0,24.0,2021-04-18,Yes,2.0
3021,Rohit Singh,55.0,Female,HR,34617.0,4.0,2012-01-10,Yes,3.0
3022,Arjun Singh,37.0,Female,Finance,39456.0,20.0,2008-01-08,No,2.0
3023,Rohit Singh,56.0,Female,sales,49240.0,21.0,2016-03-13,Yes,5.0
3024,Meena Reddy,36.0,Female,IT,32432.0,23.0,2020-09-04,Yes,4.0
3025,Anil Gupta,33.0,Female,Finance,96725.0,7.0,2008-02-01,No,5.0
3026,Amit Kumar,38.0,Male,IT,98150.0,13.0,2008-12-28,Yes,1.0
3027,Divya Gupta,49.0,Female,HR,46446.0,7.0,2022-10-31,No,4.0
3028,Sneha Sharma,30.0,Female,HR,62389.0,20.0,2021-07-18,Yes,3.0
3029,Kavya Singh,47.0,Male,Finance,34596.0,22.0,2006-08-03,Yes,2.0
3031,Kavya Kumar,24.0,Male,HR,118433.0,10.0,2017-12-17,No,3.0
3032,Meena Singh,50.0,Female,IT,58758.0,12.0,2005-04-05,Yes,1.0
3033,Divya Reddy,44.0,Male,HR,35336.0,14.0,2018-01-26,Yes,4.0
3034,Anil Reddy,57.0,Male,sales,50816.0,14.0,2012-12-13,No,4.0
3035,Meena Reddy,23.0,Female,sales,36741.0,1.0,2014-01-06,No,3.0
3036,Anil Reddy,50.0,Male,IT,50143.0,11.0,2010-11-07,No,4.0
3037,Anil Sharma,28.0,Male,sales,46182.0,8.0,2008-02-21,Yes,1.0
3038,Kavya Reddy,42.0,Female,Finance,43452.0,22.0,2023-06-02,No,4.0
3039,Divya Singh,21.0,Female,HR,98356.0,3.0,2018-08-08,Yes,4.0
3040,Anil Gupta,33.0,Female,IT,36805.0,7.0,2012-07-01,Yes,4.0
3041,Anil Sharma,57.0,Female,Finance,116393.0,22.0,2011-09-06,Yes,2.0
3042,Anil Kumar,59.0,Female,sales,29861.0,16.0,2006-12-16,No,1.0
3043,Rohit Kumar,51.0,Female,sales,118330.0,11.0,2009-02-14,No,1.0
3044,Anil Sharma,50.0,Female,IT,110818.0,4.0,2010-09-27,No,1.0
3046,Priya Sharma,42.0,Male,IT,37941.0,5.0,2007-12-27,Yes,1.0
3047,Rahul Sharma,42.0,Male,IT,69859.0,10.0,2019-09-26,Yes,4.0
3048,Arjun Gupta,32.0,Male,Finance,45323.0,6.0,2024-01-16,No,2.0
3049,Meena Reddy,25.0,Male,sales,64807.0,17.0,2009-10-12,Yes,4.0
3050,Divya Singh,59.0,Female,IT,69732.0,7.0,2011-03-03,No,1.0
3051,Kavya Gupta,53.0,Female,sales,111478.0,3.0,2023-07-31,Yes,4.0
3052,Meena Gupta,54.0,Male,IT,28093.0,22.0,2022-11-03,No,5.0
3053,Arjun Reddy,41.0,Female,sales,117510.0,12.0,2010-05-08,No,4.0
3054,Amit Reddy,39.0,Male,HR,38280.0,15.0,2012-02-04,No,5.0
3056,Rahul Kumar,23.0,Female,IT,118409.0,9.0,2009-11-30,Yes,5.0
3057,Meena Gupta,42.0,Female,HR,80797.0,14.0,2016-10-15,Yes,3.0
3058,Priya Kumar,28.0,Female,IT,101025.0,20.0,2005-06-27,No,1.0
3059,Priya Kumar,44.0,Female,sales,92696.0,20.0,2017-01-20,Yes,1.0
3060,Amit Gupta,57.0,Female,IT,60690.0,22.0,2014-09-21,No,1.0
3061,Anil Reddy,23.0,Male,HR,61572.0,14.0,2016-04-06,Yes,1.0
3062,Rahul Reddy,49.0,Female,IT,54203.0,0.0,2005-08-27,No,1.0
3063,Rohit Gupta,55.0,Female,Finance,80547.0,21.0,2023-03-10,Yes,5.0
3064,Amit Sharma,26.0,Female,HR,100948.0,10.0,2016-03-21,No,1.0
3065,Rohit Gupta,44.0,Male,sales,108529.0,10.0,2020-04-03,No,4.0
3066,Amit Sharma,50.0,Male,HR,42997.0,18.0,2013-05-03,No,4.0
3067,Kavya Gupta,51.0,Female,Finance,65308.0,16.0,2022-01-09,Yes,3.0
3068,Kavya Singh,20.0,Male,HR,94532.0,18.0,2020-06-13,No,5.0
3069,Priya Sharma,23.0,Male,Finance,48382.0,15.0,2018-04-11,Yes,4.0
3070,Anil Singh,40.0,Female,HR,31764.0,16.0,2022-08-03,Yes,5.0
3071,Amit Reddy,51.0,Female,IT,41292.0,17.0,2010-06-25,Yes,4.0
3072,Arjun Reddy,34.0,Female,sales,77805.0,16.0,2020-05-16,No,1.0
3073,Amit Sharma,39.0,Female,sales,56688.0,4.0,2009-09-14,Yes,1.0
3074,Rohit Gupta,57.0,Female,sales,82207.0,13.0,2018-09-23,Yes,1.0
3075,Sneha Sharma,38.0,Female,Finance,62132.0,13.0,2020-07-23,Yes,3.0
3076,Arjun Gupta,25.0,Male,sales,89186.0,5.0,2021-01-23,No,1.0
3077,Sneha Reddy,49.0,Male,Finance,56126.0,9.0,2020-10-14,No,3.0
3078,Amit Reddy,38.0,Male,sales,42883.0,22.0,2011-11-13,No,4.0
3079,Anil Singh,39.0,Male,IT,58746.0,9.0,2007-10-29,No,3.0
3080,Sneha Singh,53.0,Male,sales,27243.0,23.0,2019-08-13,Yes,5.0
3081,Rahul Kumar,26.0,Female,sales,91483.0,21.0,2023-03-02,No,3.0
3082,Anil Kumar,28.0,Female,Finance,69348.0,19.0,2009-12-29,Yes,2.0
3083,Meena Gupta,35.0,Female,sales,43677.0,16.0,2020-11-06,No,5.0
3084,Anil Sharma,31.0,Female,Finance,95153.0,0.0,2022-06-06,No,5.0
3085,Amit Sharma,41.0,Female,IT,74323.0,8.0,2022-08-21,No,3.0
3086,Amit Reddy,45.0,Female,sales,55164.0,3.0,2012-12-10,Yes,2.0
3087,Meena Sharma,53.0,Male,sales,68271.0,9.0,2022-12-19,Yes,3.0
3088,Rahul Sharma,33.0,Female,Finance,61007.0,22.0,2013-11-03,No,1.0
3089,Priya Singh,37.0,Male,IT,82183.0,5.0,2005-11-28,No,3.0
3091,Arjun Gupta,35.0,Female,Finance,96695.0,7.0,2012-12-30,Yes,2.0
3092,Meena Singh,32.0,Female,IT,58387.0,14.0,2010-12-11,No,3.0
3093,Sneha Sharma,28.0,Female,sales,30594.0,4.0,2009-03-13,Yes,3.0
3094,Anil Sharma,41.0,Female,Finance,41191.0,23.0,2019-02-01,No,2.0
3095,Kavya Sharma,31.0,Male,sales,68158.0,14.0,2005-08-04,Yes,1.0
3096,Priya Gupta,32.0,Female,Finance,103678.0,5.0,2018-12-20,No,5.0
3097,Sneha Kumar,54.0,Female,IT,89814.0,12.0,2006-12-03,Yes,5.0
3098,Rahul Singh,32.0,Female,Finance,78365.0,4.0,2016-10-14,Yes,4.0
3099,Anil Gupta,51.0,Male,sales,53180.0,23.0,2008-07-07,No,4.0
3100,Kavya Sharma,37.0,Male,IT,28465.0,23.0,2007-12-13,No,5.0
3101,Divya Gupta,44.0,Female,HR,63515.0,24.0,2018-12-06,Yes,3.0
3102,Arjun Gupta,42.0,Male,HR,87613.0,3.0,2006-07-04,No,2.0
3103,Priya Sharma,25.0,Male,IT,72003.0,2.0,2012-11-03,No,2.0
3104,Arjun Reddy,42.0,Male,HR,171484.5,15.0,2005-12-20,Yes,2.0
3105,Rohit Singh,43.0,Male,IT,77800.0,5.0,2012-08-10,Yes,5.0
3106,Anil Reddy,48.0,Female,Finance,28339.0,6.0,2006-01-12,Yes,3.0
3107,Priya Singh,20.0,Male,Finance,102722.0,15.0,2017-11-16,No,4.0
3108,Meena Reddy,38.0,Female,sales,40290.0,7.0,2014-05-30,No,4.0
3109,Meena Reddy,21.0,Female,Finance,88197.0,16.0,2014-10-18,No,5.0
3110,Priya Gupta,51.0,Male,sales,52584.0,5.0,2009-11-10,Yes,5.0
3111,Amit Gupta,30.0,Female,IT,87601.0,15.0,2018-05-28,Yes,3.0
3112,Meena Gupta,45.0,Female,IT,101816.0,3.0,2013-09-22,No,5.0
3113,Kavya Singh,42.0,Female,Finance,99157.0,19.0,2021-12-23,Yes,2.0
3114,Meena Sharma,47.0,Female,IT,53768.0,10.0,2009-02-21,Yes,2.0
3115,Anil Kumar,48.0,Female,HR,107970.0,17.0,2018-03-02,No,4.0
3116,Rahul Reddy,29.0,Female,Finance,60577.0,12.0,2005-01-07,Yes,5.0
3117,Rohit Gupta,29.0,Female,IT,74684.0,23.0,2023-06-02,No,3.0
3118,Kavya Sharma,59.0,Male,IT,92005.0,8.0,2020-03-30,No,5.0
3119,Anil Singh,21.0,Female,HR,115945.0,6.0,2023-08-27,No,1.0
3120,Anil Kumar,53.0,Female,HR,111569.0,19.0,2011-12-06,No,1.0
3121,Arjun Singh,23.0,Female,IT,50772.0,11.0,2020-10-04,Yes,3.0
3122,Kavya Singh,24.0,Male,Finance,100992.0,16.0,2013-05-28,Yes,4.0
3123,Arjun Sharma,56.0,Female,Finance,67145.0,8.0,2016-05-07,Yes,2.0
3124,Amit Kumar,33.0,Female,sales,45754.0,13.0,2010-10-17,Yes,1.0
3125,Rahul Sharma,54.0,Male,IT,112081.0,16.0,2023-05-01,Yes,3.0
3126,Anil Singh,27.0,Female,IT,99092.0,20.0,2011-06-30,No,4.0
3127,Rohit Singh,26.0,Male,Finance,26924.0,23.0,2021-06-19,Yes,4.0
3128,Amit Reddy,36.0,Female,IT,109196.0,19.0,2020-05-18,No,3.0
3129,Rohit Singh,56.0,Male,Finance,100481.0,14.0,2013-05-10,No,3.0
3130,Amit Singh,27.0,Female,sales,37207.0,2.0,2012-09-02,No,3.0
3131,Amit Reddy,28.0,Male,sales,100166.0,8.0,2018-12-24,Yes,2.0
3133,Anil Singh,32.0,Female,sales,61776.0,12.0,2019-06-23,Yes,1.0
3134,Rohit Singh,44.0,Male,IT,31655.0,14.0,2008-08-21,Yes,4.0
3136,Arjun Reddy,47.0,Female,Finance,86687.0,11.0,2016-03-04,No,4.0
3137,Kavya Sharma,22.0,Female,HR,29781.0,0.0,2010-09-04,No,2.0
3138,Priya Singh,50.0,Female,IT,74294.0,6.0,2006-12-31,No,4.0
3139,Rohit Gupta,33.0,Female,Finance,110615.0,13.0,2020-12-21,No,3.0
3140,Amit Kumar,22.0,Female,sales,32549.0,21.0,2006-01-12,Yes,3.0
3141,Rohit Sharma,54.0,Male,IT,71539.0,21.0,2008-10-09,No,5.0
3142,Rahul Singh,29.0,Female,sales,48016.0,0.0,2014-09-27,Yes,5.0
3143,Anil Sharma,54.0,Female,IT,117447.0,10.0,2006-04-22,Yes,3.0
3144,Anil Sharma,38.0,Male,sales,89325.0,7.0,2022-12-25,Yes,5.0
3145,Amit Reddy,54.0,Female,sales,64107.0,0.0,2014-05-10,Yes,5.0
3146,Rohit Reddy,55.0,Female,IT,61533.0,10.0,2012-11-30,Yes,3.0
3147,Rahul Singh,31.0,Female,IT,92594.0,5.0,2006-03-16,No,4.0
3148,Priya Reddy,46.0,Female,IT,26832.0,24.0,2012-10-09,Yes,2.0
3149,Divya Sharma,22.0,Male,sales,94715.0,22.0,2017-09-03,Yes,3.0
3151,Kavya Sharma,30.0,Female,IT,111879.0,20.0,2015-12-25,No,4.0
3152,Rohit Kumar,32.0,Female,Finance,72445.0,2.0,2017-07-03,Yes,4.0
3153,Rahul Singh,40.0,Female,sales,73621.0,17.0,2022-04-25,No,4.0
3154,Rahul Singh,56.0,Female,IT,65724.0,13.0,2007-03-16,Yes,1.0
3155,Sneha Gupta,46.0,Female,HR,53391.0,22.0,2019-06-12,No,4.0
3156,Meena Singh,48.0,Female,Finance,31574.0,18.0,2018-07-17,Yes,2.0
3157,Divya Kumar,39.0,Male,IT,40909.0,18.0,2012-01-25,Yes,3.0
3158,Priya Kumar,44.0,Female,sales,53133.0,19.0,2013-10-13,Yes,5.0
3159,Anil Kumar,34.0,Female,IT,76458.0,9.0,2010-12-28,Yes,1.0
3160,Divya Singh,38.0,Male,Finance,47191.0,4.0,2005-03-03,Yes,5.0
3161,Rahul Singh,33.0,Male,sales,87513.0,7.0,2019-01-26,No,5.0
3162,Meena Kumar,26.0,Male,sales,60198.0,15.0,2005-04-27,No,5.0
3163,Sneha Sharma,23.0,Female,sales,27019.0,15.0,2012-06-02,No,1.0
3164,Priya Singh,55.0,Female,HR,94445.0,15.0,2011-02-25,Yes,5.0
3165,Amit Singh,55.0,Male,IT,72653.0,4.0,2011-05-25,No,1.0
3166,Rohit Sharma,29.0,Female,IT,76432.0,3.0,2006-07-11,Yes,5.0
3167,Meena Singh,33.0,Male,sales,112043.0,11.0,2014-02-28,Yes,2.0
3168,Sneha Sharma,55.0,Female,sales,111129.0,12.0,2016-07-27,Yes,5.0
3169,Divya Sharma,37.0,Female,IT,86344.0,20.0,2015-10-07,Yes,1.0
3170,Meena Sharma,24.0,Male,HR,90020.0,5.0,2014-08-21,No,3.0
3171,Anil Gupta,31.0,Female,IT,86923.0,0.0,2005-05-13,Yes,4.0
3172,Amit Sharma,52.0,Female,sales,82492.0,7.0,2020-02-11,No,5.0
3173,Rahul Gupta,51.0,Male,sales,69415.0,1.0,2012-05-14,No,4.0
3174,Arjun Sharma,41.0,Male,sales,25528.0,6.0,2005-07-16,Yes,3.0
3175,Amit Reddy,23.0,Male,Finance,43047.0,4.0,2014-09-05,No,3.0
3176,Sneha Gupta,20.0,Female,HR,105792.0,9.0,2016-11-15,No,4.0
3177,Rohit Sharma,43.0,Female,IT,99420.0,10.0,2009-09-23,No,1.0
3178,Rahul Singh,27.0,Female,Finance,46946.0,12.0,2023-05-24,Yes,3.0
3179,Amit Singh,37.0,Male,sales,52738.0,21.0,2014-08-28,No,2.0
3180,Priya Reddy,24.0,Female,IT,86009.0,2.0,2016-07-06,No,3.0
3181,Arjun Gupta,36.0,Female,sales,81271.0,5.0,2018-07-20,Yes,3.0
3182,Divya Reddy,26.0,Female,sales,38965.0,5.0,2010-02-24,Yes,1.0
3183,Sneha Kumar,46.0,Male,IT,89796.0,24.0,2015-07-09,Yes,5.0
3185,Priya Singh,25.0,Female,HR,31765.0,10.0,2010-05-24,Yes,4.0
3186,Priya Sharma,48.0,Female,sales,117602.0,24.0,2011-07-13,Yes,1.0
3187,Priya Sharma,22.0,Male,HR,62081.0,15.0,2009-03-15,No,3.0
3188,Divya Kumar,46.0,Female,Finance,119819.0,0.0,2012-03-08,Yes,1.0
3189,Anil Kumar,35.0,Female,IT,64986.0,15.0,2015-05-21,Yes,3.0
3190,Rahul Reddy,45.0,Female,sales,91151.0,22.0,2022-06-15,No,1.0
3191,Amit Singh,45.0,Male,sales,67548.0,8.0,2021-01-18,Yes,4.0
3192,Meena Sharma,41.0,Female,sales,52399.0,16.0,2010-04-29,Yes,2.0
3193,Amit Gupta,46.0,Female,IT,64846.0,18.0,2005-04-14,Yes,1.0
3194,Rahul Reddy,57.0,Female,IT,57596.0,23.0,2020-12-15,Yes,4.0
3195,Anil Sharma,38.0,Female,HR,50009.0,14.0,2008-09-18,No,2.0
3196,Meena Kumar,33.0,Male,IT,43996.0,9.0,2014-09-18,No,4.0
3198,Rahul Sharma,31.0,Male,IT,100726.0,11.0,2012-07-31,Yes,3.0
3199,Kavya Sharma,46.0,Female,sales,32377.0,12.0,2015-01-13,No,4.0
3200,Arjun Reddy,46.0,Male,Finance,72606.0,6.0,2016-02-20,No,1.0
3201,Anil Kumar,26.0,Male,IT,118145.0,6.0,2019-10-20,Yes,4.0
3202,Kavya Reddy,26.0,Male,HR,171484.5,15.0,2019-05-21,Yes,3.0
3203,Arjun Sharma,29.0,Female,sales,108697.0,6.0,2013-02-05,Yes,5.0
